ID,Name,Description,Concepticon_ID,glosses,count_datasets,count_variables
230,SWEEP,To clean a surface with a broom.,230,"{""english"": [""seep [sweep]"", ""sweep"", ""sweep (floor)"", ""sweep (vb.)"", ""sweep up, collect in a heap (rubbish) "", ""to sweep"", ""to sweep, to broom""], ""chinese"": [""\u626b"", ""\u626b (\u626b\u5730)"", ""\u626b(\u5730)"", ""\u626b(\u626b\u5730)"", ""\u626b\uff08\u5730\uff09"", ""\u6383""], ""german"": [""fegen""], ""russian"": [""\u043c\u0435\u0441\u0442\u0438"", ""\u043f\u043e\u0434\u043c\u0435\u0442\u0430\u0442\u044c""], ""french"": [""balayer""], ""portuguese"": [""varrer""], ""spanish"": [""barrer""]}",53,356
2302,CIRCULAR (ROUND IN TWO DIMENSIONS),Having a circular shape.,2302,"{""english"": [""circular"", ""round (2d)""], ""russian"": [""\u043a\u0440\u0443\u0433\u043b\u044b\u0439""]}",22,159
2303,SPHERICAL (ROUND IN THREE DIMENSIONS),Having a spherical shape.,2303,"{""english"": [""round (3d)"", ""round (spherical)"", ""round, small object"", ""spherical""], ""chinese"": [""\u5706\uff08\u7403\u5f62\uff09""], ""russian"": [""\u043a\u0440\u0443\u0433\u043b\u044b\u0439""]}",22,148
2305,THIN (OF HAIR AND THREAD),"Being very narrow (of long objects, like hairs or wires).",2305,"{""english"": [""thin"", ""thin (2d) +"", ""thin (3d)"", ""thin1 (1d)""], ""chinese"": [""\u7a00(\u5934\u53d1~)"", ""\u7a00\uff08\u758f\uff09"", ""\u7ec6(\u7ec6\u5c0f)""], ""russian"": [""\u0442\u043e\u043d\u043a\u0438\u0439 +"", ""\u0442\u043e\u043d\u043a\u0438\u04391"", ""\u0442\u043e\u043d\u043a\u043e""], ""german"": [""d\u00fcnn""], ""french"": [""mince""]}",3,15
231,SHAVE,To cut the hair close to the skin with a razor.,231,"{""english"": [""shave"", ""shave (a body part/person)"", ""shave (beard)"", ""shave (hair of head)"", ""shave (head)"", ""shave (the head)"", ""shave (v)"", ""shave (v.)"", ""to shave"", ""to shave (beard)""], ""chinese"": [""\u5243"", ""\u5243 (\u5934)"", ""\u5243(~\u5934)"", ""\u5243(\u5934)"", ""\u5243(\u5934\u53d1)"", ""\u5243\uff08\u5934\uff09""], ""german"": [""den bart rasiren"", ""rasieren""], ""russian"": [""\u0431\u0440\u0438\u0442\u044c""], ""spanish"": [""afeitar""], ""french"": [""raser"", ""se raser""]}",38,230
2313,BRONZE,"An alloy consisting primarily of copper and the addition of other metals (usually tin) and sometimes arsenic, phosphorus, aluminium, manganese, and silicon.",2313,"{""english"": [""bronze"", ""copper, bronze""]}",20,121
2315,COOK (PERSON),The person who prepares food.,2315,"{""english"": [""cook"", ""cook (n)""], ""chinese"": [""\u53a8\u5e08""], ""german"": [""koch""]}",6,22
2316,FREE,Able to act at will; not hampered; not under compulsion or restraint.,2316,"{""english"": [""free"", ""free (at liberty)""], ""russian"": [""svobodnyj"", ""\u0441\u0432\u043e\u0431\u043e\u0434\u043d\u044b\u0439""], ""chinese"": [""\u81ea\u7531""], ""french"": [""libre""], ""spanish"": [""gratis""], ""german"": [""frei""]}",51,308
2319,"LID (COVER, CAP)",The cap of a container.,2319,"{""english"": [""cover"", ""cover (n)"", ""cover, lid"", ""lid"", ""lid (cover, cap)"", ""lid / cover""], ""chinese"": [""\u76d6\u5b50""], ""german"": [""deckel""], ""russian"": [""\u043a\u0440\u044b\u0448\u043a\u0430""], ""spanish"": [""tap\u00f3n""]}",33,208
2328,MISS (SOMEBODY),To long to see somebody again.,2328,"{""english"": [""miss"", ""to miss (sb.)"", ""to miss somebogy, to long for""], ""chinese"": [""\u60f3\u5ff5"", ""\u6302\u5ff5""]}",5,23
2329,LACK (NOT HAVE),To lack something or to describe the state when something is not there.,2329,"{""chinese"": [""\u6c92\u6709(\u7121)"", ""\u7f3a"", ""\u7f3a (\u7897\u7f3a\u4e86\u4e00\u4e2a\u53e3)""], ""english"": [""be short"", ""lack"", ""lack (v)"", ""lack (v.)"", ""there is not"", ""to lack""], ""french"": [""manquer""], ""german"": [""mangeln""]}",31,172
2335,CUNNING,To be smart and witty.,2335,"{""chinese"": [""\u72e1\u733e""], ""english"": [""cunning"", ""cunning, sly""]}",25,151
2342,LANDSCAPE,The visible features of a land.,2342,"{""chinese"": [""\u98a8\u666f"", ""\u98ce\u666f""], ""english"": [""landscape""]}",20,156
2343,STEEL,"Alloys of iron and carbon, widely used in construction and other applications because of their high tensile strengths and low costs.",2343,"{""english"": [""steel"", ""steel (for flint)""], ""chinese"": [""\u706b\u9570"", ""\u92fc"", ""\u94a2""], ""french"": [""acier""], ""russian"": [""\u0441\u0442\u0430\u043b\u044c""], ""spanish"": [""acero""]}",36,203
2350,EARTHWORM,"A tube-shaped, segmented worm found in the phylum Annelida.",2350,"{""english"": [""earth worm"", ""earthworm"", ""the earthworm"", ""worm"", ""worm (earth)"", ""worm (earthworm)""], ""chinese"": [""\u86af\u8693""], ""french"": [""ver de terre""], ""german"": [""erdergenwurm"", ""regenwurm""], ""portuguese"": [""verme / minhoca""]}",18,101
2354,CRICKET,Insects related to grasshoppers.,2354,"{""english"": [""cricket"", ""cricket (zool)"", ""crickets"", ""field cricket""], ""chinese"": [""\u87cb\u87c0""], ""french"": [""cricket"", ""criquet"", ""grillon""], ""portuguese"": [""grilo""], ""russian"": [""\u043a\u0440\u0438\u043a\u0435\u0442""], ""spanish"": [""grillo""], ""german"": [""grille""]}",33,200
2363,CHAFF (HUSK),The outer shell or coating of a seed.,2363,"{""english"": [""chaff"", ""chaff (husk)"", ""chaff / bran"", ""chaff, husks, winnowings, tailings, refuse of grain"", ""chaff; bran"", ""husk (of nut)"", ""husks, chaff"", ""impurities, tow, chaff""], ""chinese"": [""\u7ce0"", ""\u8c37\u58f3""], ""french"": [""balle""], ""german"": [""h\u00fclse""]}",19,69
2366,ONION,A vegetable and is the most widely cultivated species of the genus Allium.,2366,"{""english"": [""onion"", ""onion (green)"", ""onion / scallion"", ""onion, scallion""], ""chinese"": [""\u6d0b\u8471"", ""\u8471"", ""\u8525""], ""german"": [""zwiebel""], ""russian"": [""\u043b\u0443\u043a"", ""\u043b\u0443\u043a\u043e\u0432\u0438\u0446\u0430"", ""\u043b\u0443\u043a\u044a""], ""french"": [""oignon""], ""spanish"": [""cebolla""]}",58,368
2368,GARLIC,"A species in the onion genus, Allium.",2368,"{""english"": [""garlic"", ""garlic (allium sativum)""], ""chinese"": [""\u5927\u849c"", ""\u849c""], ""french"": [""ail"", ""ail ""], ""spanish"": [""ajo""], ""russian"": [""\u0447\u0435\u0441\u043d\u043e\u043a""]}",35,198
2374,DREAM,"Successions of images, ideas, emotions, and sensations that occur usually involuntarily in the mind during certain stages of sleep.",2374,"{""english"": [""a dream"", ""dream"", ""dream (during sleep)"", ""dream (n)"", ""dream (n.)"", ""dream (sb.)"", ""the dream""], ""chinese"": [""\u68a6"", ""\u68a6\u60f3""], ""german"": [""traum""], ""russian"": [""\u043c\u0435\u0447\u0442\u0430"", ""\u0441\u043d\u043e\u0432\u0438\u0434\u0435\u043d\u0438\u0435"", ""\u0441\u043e\u043d""], ""french"": [""r\u00eave"", ""songe""], ""portuguese"": [""sonho / sonhar""], ""spanish"": [""sue\u00f1o""]}",58,356
2375,VERTICAL,Direction passing by a given point is said to be vertical if it is locally aligned with the gradient of the gravity field.,2375,"{""english"": [""vertical"", ""vertical, be standing""], ""chinese"": [""\u7ad6"", ""\u7ad6(~\u7684)"", ""\u7aea"", ""\u7e31""]}",23,151
2376,HORIZONTAL,"Plane is said to be horizontal at a given point if it is perpendicular to the gradient of the gravity field at that point— in other words, if apparent gravity makes a plumb bob hang perpendicular to the plane at that point.",2376,"{""english"": [""horizontal""], ""chinese"": [""\u6a2a"", ""\u6a2a(~\u7684)"", ""\u6a6b""]}",23,152
2382,BLUE OR GREEN,Having green or blue as color.,2382,"{""english"": [""blue or green"", ""blue/ green"", ""green"", ""green, blue"", ""green, blue (unripe)"", ""green/blue""], ""chinese"": [""\u9752""]}",6,31
2386,TURKEY,A large bird from the family of Phasanidae.,2386,"{""german"": [""pute"", ""truthahn""], ""english"": [""turkey"", ""turkey cock""], ""french"": [""dinde"", ""dindon""], ""spanish"": [""pavo""], ""russian"": [""\u0438\u043d\u0434\u0435\u0439\u043a\u0430"", ""\u0438\u043d\u0434\u044e\u043a""], ""chinese"": [""\u706b\u9e21""]}",31,186
239,FLOWER,"The reproductive structure of angiosperm plants, consisting of stamens and carpels surrounded by petals and sepals all borne on the receptacle.",239,"{""chinese"": [""\u4e00\u6735\u82b1\u5152"", ""\u82b1"", ""\u82b1(\u5f00\u82b1)"", ""\u82b1*"", ""\u82b1\u513f"", ""\u82b1\u6735"", ""\u82b1\u6735 (\u82b1)""], ""english"": [""$flower"", ""(its) flower"", ""**flower"", ""bloom (blossom, flower)"", ""flower"", ""flower (e.g. in a tree)"", ""flower (n.)"", ""flower*"", ""flowers"", ""the flower"", ""the flower (one piece of flower)""], ""german"": [""blume"", ""blume, bl\u00fcthe"", ""bl\u00fcte""], ""russian"": [""\u0446\u0432\u0435\u0442\u043e\u043a"", ""\u0446\u0432\u0463\u0442\u044a""], ""french"": [""fleur""], ""portuguese"": [""flor"", ""infloresc\u00eancia""], ""spanish"": [""flor""]}",78,495
2396,KNOCK,Making a sound by beating with the hand or with a tool against something.,2396,"{""chinese"": [""\u6572""], ""english"": [""knock"", ""knock (on door)"", ""knock (v)"", ""knock / strike"", ""strike, knock"", ""to knock""], ""german"": [""anklopfen"", ""klopfen""], ""russian"": [""\u0441\u0442\u0443\u0447\u0430\u0442\u044c""], ""spanish"": [""picar""]}",42,321
24,PRAY,"To address God or a higher being with praise, thanksgiving, confession or supplication.",24,"{""english"": [""i pray"", ""pray"", ""pray (v)"", ""to pray""], ""french"": [""prier""], ""portuguese"": [""orar, rezar""], ""russian"": [""\u043c\u043e\u043b\u0438\u0442\u044c(\u0441\u044f)"", ""\u043c\u043e\u043b\u0438\u0442\u044c\u0441\u044f""], ""spanish"": [""orar"", ""rezar""], ""german"": [""beten""], ""chinese"": [""\u7948\u7977""]}",42,251
240,ELECTION,A process by which members of a population vote to choose a person to hold public office.,240,"{""english"": [""election"", ""the election""], ""chinese"": [""\u9009\u4e3e""], ""french"": [""\u00e9lection""], ""russian"": [""\u0432\u044b\u0431\u043e\u0440\u044b""], ""spanish"": [""elecci\u00f3n""]}",31,183
2407,BIRTHDAY,The day when one was born.,2407,"{""english"": [""birthday""], ""chinese"": [""\u751f\u65e5""], ""spanish"": [""cumplea\u00f1os""], ""french"": [""anniversaire (date)""], ""russian"": [""\u044e\u0431\u0438\u043b\u0435\u0439\u00a0 (\u044e\u0431\u0438\u043b\u0435\u0439)""]}",42,275
2408,CAKE,Cake is a form of sweet dessert that is typically baked.,2408,"{""chinese"": [""\u7cd5"", ""\u86cb\u7cd5""], ""english"": [""cake""], ""french"": [""g\u00e2teau""], ""spanish"": [""pastel""]}",45,317
2409,BROWN,Having a brown color.,2409,"{""english"": [""(be) brown"", ""brown"", ""colour term brown""], ""french"": [""(\u00eatre) brun"", ""brun"", ""gris""], ""chinese"": [""\u68d5\u8272""], ""german"": [""braun""], ""russian"": [""\u0441\u0435\u0440\u044b\u0439""], ""spanish"": [""gris""]}",36,209
2410,GOOD-LOOKING,Being pleasant to watch (of humans).,2410,"{""english"": [""attractive"", ""beautiful / pleasant to the"", ""good-looking"", ""pretty"", ""pretty, cute""], ""chinese"": [""\u597d\u770b"", ""\u597d\u770b\u3001\u6f02\u4eae""], ""german"": [""attraktiv"", ""h\u00fcbsch""], ""russian"": [""\u043a\u0440\u0430\u0441\u0438\u0432\u044b\u0439, \u043f\u0440\u0435\u043b\u0435\u0441\u0442\u043d\u044b\u0439""], ""french"": [""joli""]}",43,273
2412,THANK (SOMEBODY),To express one's gratitude.,2412,"{""english"": [""thank"", ""to thank""], ""french"": [""remercier""], ""german"": [""danken""]}",20,119
2423,CHANNEL,"In physical geography, a channel is a type of landform consisting of the outline of a path of relatively shallow and narrow body of fluid, most commonly the confine of a river, river delta or strait.",2423,"{""english"": [""channel""], ""chinese"": [""\u9891\u9053""]}",26,177
2424,MEMBER,A person who belongs to any organized or non-organized group of people.,2424,"{""english"": [""member""]}",26,189
2425,PROBLEM,Something that poses difficulties and requires to be solved in someway.,2425,"{""english"": [""problem"", ""problem, disturbance"", ""problem, trouble""], ""french"": [""probl\u00e8m, trouble, ennui""], ""chinese"": [""\u95ee\u9898""]}",32,219
2426,CLIMATE,Climate is the long-term pattern of weather in a particular area.,2426,"{""english"": [""climate""]}",19,126
2427,FUTURE,The future is what will happen in the time after the present.,2427,"{""english"": [""future"", ""future (near) (note:+proximal)""], ""chinese"": [""\u524d\u9014"", ""\u5c06\u6765"", ""\u5c06\u6765 ((\u6307\u8fd1\u671f))"", ""\u672a""], ""spanish"": [""futuro""], ""french"": [""avenir""]}",38,249
2428,LIBRARY,"A library is a collection of sources of information and similar resources, made accessible to a defined community for reference or borrowing.",2428,"{""english"": [""library""]}",21,152
2429,LOGIC,"Logic (from the Ancient Greek: λογική, logike) is the branch of philosophy concerned with the use and study of valid reasoning. The study of logic also features prominently in mathematics and computer science.",2429,"{""english"": [""logic""], ""spanish"": [""l\u00f3gica""], ""chinese"": [""\u601d\u7ef4"", ""\u903b\u8f91""], ""french"": [""logique""], ""russian"": [""\u043b\u043e\u0433\u0438\u043a\u0430""]}",38,258
243,FRESH,"Recently made, produced, or harvested (e.g. bread, scent, etc.).",243,"{""english"": [""fresh""], ""chinese"": [""\u65b0\u9c9c"", ""\u6e05\u65b0""], ""german"": [""frisch""], ""russian"": [""\u0441\u0432\u0435\u0436\u0438\u0439""], ""french"": [""frais""], ""spanish"": [""fresco""]}",48,317
2430,OFFICE,An office is generally a room or other area where administrative work is done.,2430,"{""english"": [""office""], ""chinese"": [""\u529e\u516c\u5ba4""], ""french"": [""bureau""], ""russian"": [""\u043e\u0444\u0438\u0441""], ""spanish"": [""oficina""], ""german"": [""amt""]}",40,254
2431,REVOLUTION,"A revolution (from the Latin revolutio, a turn around) is a fundamental change in power or organizational structures that takes place in a relatively short period of time.",2431,"{""english"": [""revolution""]}",17,118
2432,MARRIAGE,"Marriage, also called matrimony or wedlock, is a socially or ritually recognized union or legal contract between spouses that establishes rights and obligations between them, between them and their children, and between them and their in-laws.",2432,"{""english"": [""marriage"", ""marriage (state of wedlock)"", ""marriage, wedding""], ""russian"": [""\u0431\u0440\u0430\u043a\u044a""], ""german"": [""ehe""], ""french"": [""mariage"", ""mariage (par la c\u00e9r\u00e9monie), alliance""], ""chinese"": [""\u5a5a\u59fb"", ""\u6210\u5a5a""]}",29,180
2434,TRAGEDY,"Tragedy (from the Greek: τραγῳδία, tragōidia[a]) is a form of drama based on human suffering that invokes in its audience an accompanying catharsis or pleasure in the viewing.",2434,"{""english"": [""tragedy""], ""chinese"": [""\u60b2\u5267""], ""french"": [""trag\u00e9die""], ""russian"": [""\u0442\u0440\u0430\u0433\u0435\u0434\u0438\u044f""], ""spanish"": [""tragedia""]}",40,282
2435,UNIVERSITY,"A university (Latin: universitas, a whole) is an institution of higher (or tertiary) education and research which grants academic degrees in various subjects and typically provides undergraduate education and postgraduate education.",2435,"{""english"": [""university""], ""spanish"": [""universidad""], ""chinese"": [""\u5927\u5b66""], ""french"": [""universit\u00e9""], ""russian"": [""\u0443\u043d\u0438\u0432\u0435\u0440\u0441\u0438\u0442\u0435\u0442""], ""german"": [""universit\u00e4t""]}",26,173
244,LEFT,Something that is on the left side relative to another object.,244,"{""english"": [""$left"", ""**left"", ""left"", ""left (adj.)"", ""left (adj., vs. right)"", ""left (arm)"", ""left (direction)"", ""left (hand side)"", ""left (hand)"", ""left (not right)"", ""left (side or hand)"", ""left (side)"", ""left [gen]"", ""left side"", ""left(not right)"", ""left*"", ""left-hand"", ""left-side"", ""left/left hand"", ""lefthand (at or to left)"", ""leftside""], ""chinese"": [""\u5de6"", ""\u5de6(\u8fb9)*"", ""\u5de6\u8fb9"", ""\u5de6\u908a"", ""\u5de6\uff08\u5de6\u8fb9\uff09""], ""german"": [""linker"", ""links""], ""russian"": [""levyj"", ""\u043b\u0435\u0432\u0430\u044f (\u0441\u0442\u043e\u0440\u043d\u0430)"", ""\u043b\u0435\u0432\u044b\u0439""], ""french"": [""(\u00e0) gauche"", ""c\u00f4t\u00e9 gauche"", ""gauche""], ""portuguese"": [""esquerda"", ""esquerdo""], ""spanish"": [""ezquierdo"", ""izquierda"", ""izquierdo""]}",51,222
2449,FAT (OF MEAT AND FOOD),"The property of food, especially meat, to contain a large proportion of fat.",2449,"{""english"": [""(meat) fat"", ""fat"", ""fat (adult pig)"", ""fat (of meat)"", ""fat [of meat]"", ""fatty""], ""chinese"": [""\u80a5"", ""\u80a5 (\u8089\u80a5)"", ""\u80a5(\u732a~) ((\u5927\u732a)~)"", ""\u80a5\u8089""], ""russian"": [""\u0442\u043e\u043b\u0441\u0442\u043e"", ""\u0442\u043e\u043b\u0441\u0442\u044a""], ""german"": [""dick""], ""french"": [""gros""]}",23,168
2457,PATH OR ROAD,A piece of ground that people can walk or drive along.,2457,"{""english"": [""*road/path"", ""path or road"", ""path, road"", ""path, trail"", ""path/road"", ""path; road"", ""road"", ""road or trail"", ""road \u2014 path"", ""road, path"", ""road/path"", ""road/street/way"", ""road/way"", ""road: path"", ""road_path"", ""way""], ""chinese"": [""\u8def""], ""german"": [""(land)strasse: pfad, weg"", ""weg""], ""russian"": [""\u043f\u0443\u0442\u044c""], ""spanish"": [""camino, sendero"", ""camino, sendero, trocha"", ""v\u00eda""], ""french"": [""chemin, route"", ""route: sentier""], ""portuguese"": [""caminho""]}",27,181
2466,WEIGHT,The amount a thing weighs.,2466,"{""english"": [""weight"", ""weight (a standard of comparison in weighting)""], ""german"": [""gewicht""], ""russian"": [""\u0432\u0435\u0441""], ""french"": [""poids"", ""poids ""]}",31,176
2467,GAME,"A game is structured form of play, usually undertaken for enjoyment and sometimes used as an educational tool.",2467,"{""english"": [""game""], ""german"": [""spiel""], ""russian"": [""\u0438\u0433\u0440\u0430""], ""french"": [""jeu""], ""chinese"": [""\u6e38\u620f""], ""spanish"": [""juego""]}",47,295
2468,BAG,A container that stores things and is small enough so that one can wear it.,2468,"{""english"": [""*bag"", ""bag"", ""bag, sack ""], ""german"": [""tasche""], ""russian"": [""\u0441\u0443\u043c\u043a\u0430""], ""chinese"": [""\u888b"", ""\u888b\u5b50""], ""french"": [""sac""], ""spanish"": [""bolsa"", ""bolso""]}",55,342
2471,LADY,A woman of higher social status.,2471,"{""english"": [""lady""], ""chinese"": [""\u5973\u58eb"", ""\u6dd1\u5973""], ""german"": [""herrin""], ""french"": [""madame""], ""russian"": [""\u0433\u043e\u0441\u043f\u043e\u0436\u0430""], ""spanish"": [""dama""]}",42,246
248,HAPPEN,To come to pass.,248,"{""english"": [""happen"", ""happen "", ""occur / happen"", ""to happen"", ""to happen, to occur""], ""chinese"": [""\u53d1\u751f""], ""german"": [""geschehen"", ""passieren""], ""russian"": [""\u043f\u0440\u043e\u0438\u0441\u0445\u043e\u0434\u0438\u0442\u044c"", ""\u0441\u043b\u0443\u0447\u0438\u0442\u044c\u0441\u044f""], ""french"": [""arriver (se produire)""], ""spanish"": [""suceder (ocurrir)""]}",32,190
