ID,Dataset_ID,Language_ID,Name,Note,Other,Source,Category,Structure,Rating,Tag,Datatype,valueUrl
Verheyen-2020-1000-AROUSAL_MEAN,Verheyen-2020-1000,nld,,"Participants were asked to indicate the degree to which a word refers to something very passive/calm (1) or very active/arousing (7), and to something very weak/submissive (1) or very strong/dominant (7) for arousal and dominance, respectively.",,,ratings,mean,user,arousal,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Verheyen-2020-1000-CONCRETENESS_MEAN,Verheyen-2020-1000,nld,,Participants rated each word’s level of abstraction on a 7-point scale ranging from very abstract (1) to very concrete (7).,,,ratings,mean,user,concreteness,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Verheyen-2020-1000-DOMINANCE_MEAN,Verheyen-2020-1000,nld,,"Participants were asked to indicate the degree to which a word refers to something very passive/calm (1) or very active/arousing (7), and to something very weak/submissive (1) or very strong/dominant (7) for arousal and dominance, respectively.",,,ratings,mean,user,dominance,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Verheyen-2020-1000-FAMILIARITY_MEAN,Verheyen-2020-1000,nld,,Participants rated how familiar they were with each word in the list by indicating how often they had encountered or used the word. Ratings were performed on 7-point scales.,,,ratings,mean,user,familiarity,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Verheyen-2020-1000-IMAGEABILITY_MEAN,Verheyen-2020-1000,nld,,Participants rated each word’s capacity to arouse a mental image by indicating how easily they could form a mental image of the word on a 7-point scale with the ends labeled difficult (1) and easy (7).,,,ratings,mean,user,imageability,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Verheyen-2020-1000-VALENCE_MEAN,Verheyen-2020-1000,nld,,Participants rated the valence of each word by indicating on a 7-point scale the extent to which it evoked a very bad (1) or a very good (7) feeling.,,,ratings,mean,user,valence,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Verheyen-2020-1000-INSTRENGTH,Verheyen-2020-1000,nld,,"The in-strength si of a word i reflects the number of links that go into the node representing the word in the word association network and as such provides an indication of the word’s importance in the mental lexicon. The variables in-strength and betweenness were taken from the Small World of Words project (https://smallworldofword.org/), a large-scale study that aims to build a map of the human lexicon in the major languages of the world (including Dutch) using word association data [(De Deyne et al. 2019)](sources.bib#cldf:DeDeyne2019).",instrength,DeDeyne2019,relations,cardinality,user,network,"""float""",
Verheyen-2020-1000-BETWEENNESS,Verheyen-2020-1000,nld,,"Betweenness is another indicator of the centrality of a node in the network. It takes the global structure of the word association network more in account than in-strength does in that it captures how often a node is located on the shortest path between other nodes in the network. The variables in-strength and betweenness were taken from the Small World of Words project (https://smallworldofword.org/), a large-scale study that aims to build a map of the human lexicon in the major languages of the world (including Dutch) using word association data [(De Deyne et al. 2019)](sources.bib#cldf:DeDeyne2019).",betweenness,DeDeyne2019,relations,numeric,user,network,"""float""",
Desrochers-2010-330-WORD_TYPE,Desrochers-2010-330,spa,,"The list includes deverbal compounds, nouns and verbs.",,,relations,linguistic,meta,PoS,"{""base"": ""string"", ""format"": ""Compound|Verb|Noun""}",
Desrochers-2010-330-SUBJECTIVE_FREQ_MEAN,Desrochers-2010-330,spa,,Ratings were collected on a 7-point scale from 102 native speakers of Spanish on the subjective frequency of occurrence of 330 Spanish words.,subjective,,norms,mean,user,frequency,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
DiezAlamo-2018-750-COLOR_MEAN,DiezAlamo-2018-750,spa,,"Participants were randomly assigned to rate words on a scale from 1 to 8 in only one of the seven dimensions (color, motion, sound, smell, taste, graspability and pain) for the 250 words in a given set.",color,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""8""}",
DiezAlamo-2018-750-MOTION_MEAN,DiezAlamo-2018-750,spa,,"Participants were randomly assigned to rate words on a scale from 1 to 8 in only one of the seven dimensions (color, motion, sound, smell, taste, graspability and pain) for the 250 words in a given set.",motion,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""8""}",
DiezAlamo-2018-750-GRASP_MEAN,DiezAlamo-2018-750,spa,,"Participants were randomly assigned to rate words on a scale from 1 to 8 in only one of the seven dimensions (color, motion, sound, smell, taste, graspability and pain) for the 250 words in a given set.",grasp,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""8""}",
DiezAlamo-2018-750-PAIN_MEAN,DiezAlamo-2018-750,spa,,"Participants were randomly assigned to rate words on a scale from 1 to 8 in only one of the seven dimensions (color, motion, sound, smell, taste, graspability and pain) for the 250 words in a given set.",pain,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""8""}",
DiezAlamo-2018-750-SOUND_MEAN,DiezAlamo-2018-750,spa,,"Participants were randomly assigned to rate words on a scale from 1 to 8 in only one of the seven dimensions (color, motion, sound, smell, taste, graspability and pain) for the 250 words in a given set.",sound,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""8""}",
DiezAlamo-2018-750-TASTE_MEAN,DiezAlamo-2018-750,spa,,"Participants were randomly assigned to rate words on a scale from 1 to 8 in only one of the seven dimensions (color, motion, sound, smell, taste, graspability and pain) for the 250 words in a given set.",taste,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""8""}",
DiezAlamo-2018-750-SMELL_MEAN,DiezAlamo-2018-750,spa,,"Participants were randomly assigned to rate words on a scale from 1 to 8 in only one of the seven dimensions (color, motion, sound, smell, taste, graspability and pain) for the 250 words in a given set.",smell,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""8""}",
Monnier-2014-1031-VALENCE_ALL_MEAN,Monnier-2014-1031,fra,,"Mean valence values for all participants. The valence and arousal scales from the paperand-pencil version of the 9-point SAM scale (Lang, 1980).",,,ratings,mean,user,valence,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""9""}",
Monnier-2014-1031-AROUSAL_ALL_MEAN,Monnier-2014-1031,fra,,"Mean arousal values for all participants. The valence and arousal scales from the paperand-pencil version of the 9-point SAM scale (Lang, 1980).",,,ratings,mean,user,arousal,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""9""}",
Monnier-2014-1031-VALENCE_MALE_MEAN,Monnier-2014-1031,fra,,"Mean valence values for male participants. The valence and arousal scales from the paperand-pencil version of the 9-point SAM scale (Lang, 1980).",male,,ratings,mean,user,valence,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""9""}",
Monnier-2014-1031-AROUSAL_MALE_MEAN,Monnier-2014-1031,fra,,"Mean arousal values for male participants. The valence and arousal scales from the paperand-pencil version of the 9-point SAM scale (Lang, 1980).",male,,ratings,mean,user,arousal,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""9""}",
Monnier-2014-1031-VALENCE_FEMALE_MEAN,Monnier-2014-1031,fra,,"Mean valence values for female participants. The valence and arousal scales from the paperand-pencil version of the 9-point SAM scale (Lang, 1980).",female,,ratings,mean,user,valence,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""9""}",
Monnier-2014-1031-AROUSAL_FEMALE_MEAN,Monnier-2014-1031,fra,,"Mean arousal values for female participants. The valence and arousal scales from the paperand-pencil version of the 9-point SAM scale (Lang, 1980).",female,,ratings,mean,user,arousal,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""9""}",
Maciejewski-2016-100-DEFINITION,Maciejewski-2016-100,eng,,Definition of the meanings in the Wordsmyth dictionary.,,,relations,semantic,meta,definition,"""string""",
Maciejewski-2016-100-SUBJECTIVE_FREQ,Maciejewski-2016-100,eng,,Mean subjective frequency ratings of the meanings made by two raters.,subjective,,norms,mean,user,frequency,"""float""",
Maciejewski-2016-100-DOMINANCE_SCORE,Maciejewski-2016-100,eng,,"Dominance score (B), first calculated for each subject and then averaged across subjects (0 - completely balanced, 1 - completely unbalanced homonym).",dominant,,relations,numeric,meta,polysemy,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""1""}",
Maciejewski-2016-100-NUMBER_WORD_SENSE_WORDSMYTH,Maciejewski-2016-100,eng,,"Number of word senses in the Wordsmyth Online Dictionary [(Parks et al., 1998)](sources.bib#cldf:Parks1998).",number,Parks1998,relations,numeric,meta,polysemy,"""nonNegativeInteger""",
Yao-2017-1100-VALENCE_MEAN,Yao-2017-1100,zho,,Valence rating on a 9-point Likert scale by 960 university students.,,,ratings,mean,user,valence,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""9""}",
Yao-2017-1100-AROUSAL_MEAN,Yao-2017-1100,zho,,Arousal rating on a 9-point Likert scale 960 university students.,,,ratings,mean,user,arousal,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""9""}",
Yao-2017-1100-CONCRETENESS_MEAN,Yao-2017-1100,zho,,Concreteness rating on a 9-point Likert scale 960 university students.,,,ratings,mean,user,concreteness,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""9""}",
Yao-2017-1100-FAMILIARITY_MEAN,Yao-2017-1100,zho,,Familiarity rating on a 9-point Likert scale 960 university students.,,,ratings,mean,user,familiarity,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""9""}",
Yao-2017-1100-IMAGEABILITY_MEAN,Yao-2017-1100,zho,,Imageability rating on a 9-point Likert scale 960 university students.,,,ratings,mean,user,imageability,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""9""}",
Yao-2017-1100-CONTEXT_AVAILABILITY_MEAN,Yao-2017-1100,zho,,Context availability rating on a 9-point Likert scale 960 university students.,,,ratings,mean,user,contect availability,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""9""}",
Xiao-2012-213-PEN_STROKES,Xiao-2012-213,zho,,Total number of strokes of the whole-word.,,,norms,cardinality,meta,strokes,"""nonNegativeInteger""",
Xiao-2012-213-ICONICITY,Xiao-2012-213,zho,,40 U.S. adults with no knowledge of Chinese were given an English word or short phrase together with two Chinese characters and were asked which character matched the meaning of the English word.,,,ratings,mean,user,iconicity,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""1""}",
Xiao-2012-213-PICTURABILITY,Xiao-2012-213,zho,,31 English speaking students were shown the English translations of Chinese characters used in the experiment and had to rate each translation on a 7-point scale to indicate the extent to which the concept could be expressed easily in a simple black-on-white line drawing or diagram.,,,ratings,mean,user,picturability,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""7""}",
Pagel-2018-200-RATE,Pagel-2018-200,eng,,Stability (rate of lexical change) measured for concepts based on a sample from Indo-European languages.,rate,,relations,numeric,concept lists,stability,"""float""",
Pagel-2007-200-RANK,Pagel-2007-200,eng,,"Ranks for the 200 basic concepts, which are retrieved from the calculation of evolutionary rates from phylogenetic analyses on the database by Dyen et al (1992).",rank,Dyen1992,relations,ordinality,concept lists,stability,"{""base"": ""positiveInteger"", ""minimum"": ""1"", ""maximum"": ""200""}",
Briesemeister-2011-DiscreteEmotions-GERMAN_HAPPINESS_MEAN,Briesemeister-2011-DiscreteEmotions,deu,,Mean value for all valid responses a 5-point scale in the emotional category happiness.,,,ratings,mean,user,happiness,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""5""}",
Briesemeister-2011-DiscreteEmotions-GERMAN_ANGER_MEAN,Briesemeister-2011-DiscreteEmotions,deu,,Mean value for all valid responses a 5-point scale in the emotional category anger.,,,ratings,mean,user,anger,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""5""}",
Briesemeister-2011-DiscreteEmotions-GERMAN_SADNESS_MEAN,Briesemeister-2011-DiscreteEmotions,deu,,Mean value for all valid responses a 5-point scale in the emotional category sadness.,,,ratings,mean,user,sadness,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""5""}",
Briesemeister-2011-DiscreteEmotions-GERMAN_FEAR_MEAN,Briesemeister-2011-DiscreteEmotions,deu,,Mean value for all valid responses a 5-point scale in the emotional category fear.,,,ratings,mean,user,fear,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""5""}",
Briesemeister-2011-DiscreteEmotions-GERMAN_DISGUST_MEAN,Briesemeister-2011-DiscreteEmotions,deu,,Mean value for all valid responses a 5-point scale in the emotional category disgust.,,,ratings,mean,user,disgust,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""5""}",
Briesemeister-2011-DiscreteEmotions-GERMAN_EMOTION_DOMINANT,Briesemeister-2011-DiscreteEmotions,deu,,"A more conservative classification criterion was applied, assigning words to a specific discrete emotion category only in cases in which the averaged rating in one discrete emotion was more than one standard deviation higher than in any other discrete emotion.",dominant,,ratings,linguistic,user,emotion,"{""base"": ""string"", ""format"": ""ANG|DIS|FEA|HAP|SAD""}",
Mandera-2015-Frequency-POLISH_FREQUENCY,Mandera-2015-Frequency,pol,,"This is the number of times the word appears in the corpus of 101 million tokens (449,300 types).",,,norms,tokens,corpus,frequency,"{""base"": ""nonNegativeInteger"", ""maximum"": ""101000000""}",
Mandera-2015-Frequency-POLISH_CD,Mandera-2015-Frequency,pol,,"This  is the number of films (max. 99,635) in which the word appears.",,,norms,tokens,corpus,contextual diversity,"{""base"": ""nonNegativeInteger"", ""maximum"": ""99635""}",
Mandera-2015-Frequency-POLISH_FREQUENCY_LOG,Mandera-2015-Frequency,pol,,This is a value based on log10(FREQcount+1).,,,norms,logarithmic,corpus,frequency,"""decimal""",
Mandera-2015-Frequency-POLISH_CD_LOG,Mandera-2015-Frequency,pol,,This value is based on log10(CDcount +1).,,,norms,logarithmic,corpus,contextual diversity,"""decimal""",
Moors-2013-Ratings-DUTCH_VALENCE_MEAN,Moors-2013-Ratings,nld,,Mean valence values for all participants (224 students) on a 7-point Likert scale.,,,ratings,mean,user,valence,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Moors-2013-Ratings-DUTCH_AROUSAL_MEAN,Moors-2013-Ratings,nld,,Mean arousal values for all participants (224 students) on a 7-point Likert scale.,,,ratings,mean,user,arousal,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Moors-2013-Ratings-DUTCH_VALENCE_MALE_MEAN,Moors-2013-Ratings,nld,,Mean valence values for male participants on a 7-point Likert scale.,male,,ratings,mean,user,valence,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Moors-2013-Ratings-DUTCH_AROUSAL_MALE_MEAN,Moors-2013-Ratings,nld,,Mean arousal values for male participants on a 7-point Likert scale.,male,,ratings,mean,user,arousal,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Moors-2013-Ratings-DUTCH_VALENCE_FEMALE_MEAN,Moors-2013-Ratings,nld,,Mean valence values for female participants on a 7-point Likert scale.,female,,ratings,mean,user,valence,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Moors-2013-Ratings-DUTCH_AROUSAL_FEMALE_MEAN,Moors-2013-Ratings,nld,,Mean arousal values for female participants on a 7-point Likert scale.,female,,ratings,mean,user,arousal,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Moors-2013-Ratings-DUTCH_AOA_MEAN,Moors-2013-Ratings,nld,,Mean age-of-acquisition values for all participants (224 students). Participants were asked to enter the age at which they thought they had learned the word.,,,ratings,mean,user,AoA,"""decimal""",
